lr-AdamW,step,train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
,4649,0.18074476718902588,0.0008187965722754598,0.18074476718902588,4649.0,13,,,,,,,,,
0.01,4699,,,,,,,,,,,,,,
,4699,0.010766930878162384,4.8997466365108266e-05,0.010766930878162384,4699.0,13,,,,,,,,,
0.01,4749,,,,,,,,,,,,,,
,4749,0.10526768863201141,0.0003645074903033674,0.10526768863201141,4749.0,13,,,,,,,,,
0.01,4799,,,,,,,,,,,,,,
,4799,0.030248602852225304,0.00012046514893881977,0.030248602852225304,4799.0,13,,,,,,,,,
0.01,4849,,,,,,,,,,,,,,
,4849,0.24275119602680206,0.0011114886729046702,0.24275119602680206,4849.0,13,,,,,,,,,
0.01,4899,,,,,,,,,,,,,,
,4899,0.2757895588874817,0.0023609462659806013,0.2757895588874817,4899.0,13,,,,,,,,,
,4899,,,,,13,0.33901143074035645,0.0027918070554733276,0.33901143074035645,0.1855906993150711,0.003388843731954694,0.1855906993150711,,,
,4899,,,,,13,,,,,,,0.17196272313594818,0.0028818477876484394,0.17196272313594818
0.01,4949,,,,,,,,,,,,,,
,4949,0.11318930983543396,0.0003979314642492682,0.11318930983543396,4949.0,14,,,,,,,,,
0.01,4999,,,,,,,,,,,,,,
,4999,0.2942734658718109,0.0024232028517872095,0.2942734658718109,4999.0,14,,,,,,,,,
,4999,,,,,14,,,,,,,0.16505815088748932,0.0033685979433357716,0.16505815088748932
